,'File' Attachments,Archive,Attendance,Contains_BOF,Date,Edition,Event_Date,Event_Location,Issue,Location,Newspaper,Notes,Organization_Hosting,Persons,Place Published,Price_Event,Record Number,Reference Type,Reporter,Revenue,Short Title,Title,Unique_Reference_Number,Year,MENU,Coordinates
92,,British Newspaper Archives,"""large gathering""",No,"April 17, 1915",,4/10/15,Dearnley Spiritual Temple,,"Rochdale, Lancashire, England",Rochdale Observer ,,Dearnley Spiritualists,,,,,,,,,,R_402,,,"[-2.2903417, 53.6622065]"
93,,British Newspaper Archives,>100,No,"January 21, 1914",,1/17/14,Smallbridge Congregational Sunday school,,"Rochdale, Lancashire, England",Rochdale Observer ,,Ladies of the Smallbridge Congregational Sunday school,,,,,,,,,,R_395,,,"[-2.2903417, 53.6622065]"
94,,British Newspaper Archives,,No,"November 10, 1915",,11/6/15,Baptist Sunday School,,"Burnley, Lancashire, England",Burnley Express,Conundrum social,Baptist Sunday School,,,,,,,£6 15s,,,R_428,,,"[-2.2439196, 53.7907262]"
95,,British Newspaper Archives,,No,"December 29, 1916",,12/25/19,Springside Wesleyan Sunday School,,"Todmorden, Yorkshire, England",Todmorden & District News,,Springside Wesleyan Sunday School,Mr James Whitaker,,,,,,,,,R_405,,,"[-2.097753, 53.7137251]"
96,,British Newspaper Archives,,Yes,"September 26, 1903",,,West Bowling Rehoboth? P.M Chapel,,"Bradford, Yorkshire, England",Bradford Daily Telegraph,,,,,,,,,,,,R_410,,"Scandal, invigorator, spangled net, roast pigaroni, life buoy, feathers, organettes, scarlet runners, De-wet, Tom Paul, luscious vi-valves, slippers, hors d’oeuvres, trotters, Paulette, all run, mud bone buttons.","[-1.7519186, 53.7944229]"
97,,British Newspaper Archives,,Yes,"January 21, 1899",,1899-01-18,King Street Baptist School,,"Wigan, Lancashire, England",Wigan Observer and District Advertiser ,"Menu and some solutions provided; Mentioned a second time on 1899-01-35. PDF not added, text almost identical",King Street Baptist School,,,,,,,£30 expected,,,R_396,,"Menu: Liquids (to be shaken before taken), ?, ? ; solids (? Well and introduces in the usual way as long as he pain continues), Darren, staff of life, woman's weapon, go-between's (brown or white), ?, ? In the wood, sweetbreads, ? (to be taken with caution), kiss-bits, ?; .....","[-2.630459, 53.6108129]"
98,,British Newspaper Archives,"""large""",No,"September 21, 1906",,9/15/06,"UMFC, Bagslate Schoolroom",,"Heywood, Lancashire, England",Heywood Advertiser,,"UMFC, Bagslate, in connection with Sunday School Football Club",Mr P Heap ,,,,,,,,,R_404,,,"[-2.7555614, 53.769597]"
99,,British Newspaper Archives,,No,"March 02, 1902",,3/2/02,Chapel in Manchester Road district,,"Bradford, Yorkshire, England",Bradford Daily Telegraph,,,,,,,,,,,,R_415,,,"[-1.7519186, 53.7944229]"
100,,British Newspaper Archives,,No,"January 13, 1911",,1/14/11,"Salem School room, Hebden Bridge",,"Todmorden, Yorkshire, England",Todmorden & District News,Admnission to the event costs 3d. Different than the price of the conundrum supper,British Women's Temperance Association,,,"""reasonable charges""",,,,,,,R_397,,,"[-2.097753, 53.7137251]"
101,,British Newspaper Archives,,No,"January 24, 1913",,1/18/13,Greentown Wesleyan school,,"Heywood, Lancashire, England",Heywood Advertiser,proceeds to aid the Million Penny Scheme,Georgetown Wesleyan Mission,Mr James Butterworth,,,,,,,,,R_412,,,"[-2.7555614, 53.769597]"
102,,British Newspaper Archives,"""well patronized""",No,"November 16, 1916",,11/11/16,Wesleyan Schoolroom,,"Wigan, Lancashire, England",Wigan Observer and District Advertiser ,Conundrum social,"Wesleyan Centenary Effort, 2nd Class Young Ladies","Miss Irene Cowling, Miss Alice Pendlebury, Miss Nellie Winnard, Miss Lily Blackledge",,,,,,,,,R_431,,,"[-2.630459, 53.6108129]"
103,,British Newspaper Archives,,No,"November 19, 1913",,11/15/13,"""At home"" supper (?)",,"Burnley, Lancashire, England",Burnley Express,,Jubilee Primitive Methodist Church,Misses C. Cook and E. Bramald,,,,,,,,,R_414,,,"[-2.2439196, 53.7907262]"
104,,British Newspaper Archives,,No,"April 22, 1926",,,Tower Street Cong. Schoolroom,,"Hartlepool, Durham, England",Hartlepool Northern Daily Mail ,,B.W.T.A.,,,,,,,,,,R_388,,,"[-1.2093696, 54.6857276]"
105,,British Newspaper Archives,"""large attendance""",No,"November 15, 1912",,11/9/12,Plank Lane UMC,,"Leigh, Lancashire, England",Leigh Chronicle and Weekly District Advertiser ,Conundrum social,United Methodist Church,,,,,,,,,,R_433,,,"[-2.3186245, 53.7768013]"
106,,British Newspaper Archives,,No,"October 31, 1908",,10/28/08,Schoolroom [of the United Methodist Church],,"Tamworth, Staffordshire, England",Tamworth Herald ,,United Methodist Church,Rev. F. Cooper,,,,,,,,,R_423,,,"[-1.6948438, 52.6345819]"
107,,British Newspaper Archives,>100,No,"October 31, 1902",,10/28/02,Bethel-street school,,"Heywood, Lancashire, England",Heywood Advertiser,,Ladies' Missionary Auxillary of Bethel-street,Rev. Dr. and Mrs Irving,,,,,,,,,R_413,,,"[-2.7555614, 53.769597]"
108,,British Newspaper Archives,,No,"April 22, 1910",,4/16/10,Glazebury Westleyan School,,"Leigh, Lancashire, England",Leigh Chronicle and Weekly District Advertiser ,,,,,,,,,,,,R_392,,,"[-2.3186245, 53.7768013]"
109,"internal-pdf://1566288815/Omaha daily bee, May 18, 1893.pdf",LOC Conundrum Social,,,"May 18, 1893",,,,,"Omaha, Nebraska",Omaha daily bee,,,,,,6613.0, Newspaper Article,,,Ladies of the Christian church,Ladies of the Christian church,,,,"[-95.9383758, 41.2587459]"
110,"internal-pdf://1346811305/Orleans County monitor, February 09, 1903.pdf",LOC Conundrum Social,,,"February 09, 1903",,,,,"Newport, Vermont",Orleans County monitor,,,,,,6789.0, Newspaper Article,,,,,,6-Feb-03,,"[-72.204895, 44.936127]"
111,"internal-pdf://1253207668/The Anaconda standard, May 28, 1893.pdf",LOC Conundrum Social,,,"May 28, 1893",,,,,"Anaconda, Montana",The Anaconda standard,,,,Residence of George Douglass in the valley,,6609.0, Newspaper Article,,,Society of Christian Endeavor,Society of Christian Endeavor,,"May 25, 1893",,"[-112.942369, 46.128794]"
112,"internal-pdf://4022819569/The Hillsdale standard, February 15, 1898.pdf",LOC Conundrum Social,,,"February 15, 1898",,,,,"Locust, Michigan",The Hillsdale standard,,,,Residence of Chas. Anderson,,6571.0, Newspaper Article,,,,,,"February 04, 1898",,"[-82.45453, 42.980608]"
113,"internal-pdf://2534935302/The Saint Paul globe, May 26, 1901.pdf",LOC Conundrum Social,,,"May 26, 1901",,,,,"St. Paul, Minnesota",The Saint Paul globe,,,,Central hall,,6600.0, Newspaper Article,,,"Acker corps, W.R.C., No. 7","Acker corps, W.R.C., No. 7",,25-May-01,,"[-93.1015026, 44.9504037]"
114,"internal-pdf://3753378075/Vermont phœnix, January 29, 1897.pdf",LOC Conundrum Social,,,"January 29, 1897",,,,,"Halifax, Vermont",Vermont phoenix,,,,Residence of Stone and Clark,,6774.0, Newspaper Article,,,,,,"February 04, 1897",,"[-72.7453716, 42.7698049]"
115,"internal-pdf://1704365077/Little Falls weekly transcript, November 12, 1.pdf",LOC Conundrum Social,,,"November 12, 1897",,,,,"Little Falls, Minnesota",Little Falls weekly transcript,Same event is referenced in the issue from October 29,,,Residence of Mr. and Mrs. h.N. Harding on Second street northeast,,6596.0, Newspaper Article,,,Young People’s society of Christian Endeavor,Young People’s society of Christian Endeavor,,"November 09, 1897",,"[-94.3625024, 45.9763545]"
116,"internal-pdf://1573363367/The Barre daily times, June 19, 1914.pdf",LOC Conundrum Social,,,"June 19, 1914",,,,,"Waitsfield, Vermont",The Barre daily times,,,,Vestry,,6762.0, Newspaper Article,,,Y.P.B.C. of the Congregational church,Y.P.B.C. of the Congregational church,,25-Jun-14,,"[-72.8227076, 44.192132]"
117,"internal-pdf://0382697709/The Saint Paul globe, May 22, 1899.pdf",LOC Conundrum Social,,,"May 22, 1899",,,,,"St. Paul, Minnesota",The Saint Paul globe,,,,,,6602.0, Newspaper Article,,,B.Y.P.U. of the First Baptist church,B.Y.P.U. of the First Baptist church,,"May 26, 1899",,"[-93.1015026, 44.9504037]"
118,"internal-pdf://0968338082/The Barre daily times, November 13, 1906.pdf",LOC Conundrum Social,,,"November 13, 1906",,,,,"Cabot, Vermont",The Barre daily times,,,,M.E. parsonage,,6783.0, Newspaper Article,,,,,,9-Nov-06,,"[-72.310107, 44.4032807]"
119,"internal-pdf://3616831732/The Dalles times-mountaineer, June 08, 1895.pdf",LOC Conundrum Social,,,"June 08, 1895",,,,,"The Dalles, Oregon",The Dalles times-mountaineer,Same event is referenced in the issue from June 4 and June 5,,,"Lawn of Geo. W. Miller, corner Eighth and Court streets",,6702.0, Newspaper Article,,,Young Ladies of the First Christian church,Young Ladies of the First Christian church,,"June 12, 1895",,"[-121.1841587, 45.6015056]"
120,"internal-pdf://4084960723/The herald, May 20, 1893.pdf",LOC Conundrum Social,,,"May 20, 1893",,,,,"Santa ana, California",The herald,,,,Congregational hall,,6458.0, Newspaper Article,,,,,,"May 20, 1893",,"[-117.8732213, 33.7494951]"
121,"internal-pdf://1469262009/The Lynden tribune, June 20, 1912.pdf",LOC Conundrum Social,,,"June 20, 1912",,,,,"Lynden, Washington",The Lynden tribune,,,,Hoffman hall,,6804.0, Newspaper Article,,,"Delta Grange, No. 181","Delta Grange, No. 181",,22-Jun-12,,"[-122.4569315, 48.9466041]"
122,"internal-pdf://0349517440/The Worthington advance, June 07, 1894.pdf",LOC Conundrum Social,,,"June 07, 1894",,,,,"Worthington, Minnesota",The Worthington advance,,,,Rooms over Day and Nichols store,,6598.0, Newspaper Article,,,Y.P.S.C.E. of the Presbyterian church,Y.P.S.C.E. of the Presbyterian church,,"June 01, 1894",,"[-95.5956434, 43.6205056]"
123,"internal-pdf://0501772886/The McCook tribune, January 29, 1897.pdf",LOC Conundrum Social,,,"January 29, 1897",,,,,"McCook, Nebraska",The McCook tribune,,,,Congregational church,,6625.0, Newspaper Article,,,Ladies of the Dorcas society,Ladies of the Dorcas society,,"January 28, 1897",,"[-100.625654, 40.201542]"
124,"internal-pdf://0945117266/The Corvallis gazette, February 14, 1895.pdf",LOC Conundrum Social,,,"February 14, 1895",,,,,"Corvallis, Oregon",The Corvallis gazette,Same event is referenced in the issue from February 21,,,Residence of Judge Burnett,,6698.0, Newspaper Article,,,Y.P.S.C.E. of the Congregational church,Y.P.S.C.E. of the Congregational church,,"February 15, 1895",,"[-123.2620435, 44.5645659]"
125,"internal-pdf://1782280520/Red Lodge picket, December 28, 1895.pdf",LOC Conundrum Social,,,"December 28, 1895",,,,,"Red Lodge, Montana",Red Lodge picket,,,,Methodist church,,6612.0, Newspaper Article,,,,,,"December 20, 1895",,"[-109.2468211, 45.1857782]"
126,"internal-pdf://3006968060/Chicago daily tribune, June 01, 1878.pdf",LOC Conundrum Social,,,"June 01, 1878",,,,,"Chicago, Illinois",Chicago daily tribune,Highly interesting because of the extremely early date,,,,,6532.0, Newspaper Article,,,,,,,,"[-87.6244212, 41.8755616]"
127,"internal-pdf://0776532036/Orleans County monitor, May 17, 1916.pdf",LOC Conundrum Social,,,"May 17, 1916",,,,,"Greensboro, Vermont",Orleans County monitor,,,,Caspian Lake grange hall,,6793.0, Newspaper Article,,,The Caspian Lake grange,The Caspian Lake grange,,8-May-16,,"[-72.2960634, 44.5768593]"
128,"internal-pdf://3138376562/Oxford Democrat, June 01, 1897.pdf",LOC Conundrum Social,,,"June 01, 1897",,,,,"Paris, Maine",Oxford Democrat,,,,,,6561.0, Newspaper Article,,,Christian Endeavor society,Christian Endeavor society,,"May 28, 1897",,"[-70.500641, 44.259954]"
129,"internal-pdf://4059243594/Richmond daily palladium, May 18, 1898.pdf",LOC Conundrum Social,,,"May 18, 1898",,,,,"Richmond, Indiana",Richmond daily palladium,,,,"Residence of Mrs. Augustus C. Scott, corner north tenth and B streets",,6535.0, Newspaper Article,,,Ladies of the United Presbyterian church,Ladies of the United Presbyterian church,,"May 27, 1898",,"[-84.8898521, 39.8286897]"
130,"internal-pdf://2442186204/Evening star, May 16, 1902.pdf",LOC Conundrum Social,,,"May 16, 1902",,,,,"Georgetown, Washington D.C.",Evening star,,,,,,6527.0, Newspaper Article,,,"Silver Star Lodge, No. 20, I.O.G.T., of Tenleytown, D.C.","Silver Star Lodge, No. 20, I.O.G.T., of Tenleytown, D.C.",,15-May-02,,"[-77.062785, 38.9051994]"
131,,LOC Conundrum Social,,,"January 29, 1908",,,,,"Viroqua, Wisconsin",Vernon County censor,,,,Liberty Pole school house,,6828.0, Newspaper Article,,,,,,31-Jan-08,,"[-90.8887413, 43.5569174]"
132,"internal-pdf://2154423155/The Barre daily times, January 31, 1910.pdf",LOC Conundrum Social,,,"January 31, 1910",,,,,"Groton, Vermont",The Barre daily times,Same event is referenced in the issue from February 9,,,Baptist vestry,,6784.0, Newspaper Article,,,Ladies’ Aid of the Baptist society,Ladies’ Aid of the Baptist society,,4-Feb-10,,"[-72.195969, 44.210757]"
133,"internal-pdf://3289099762/Akron daily Democrat, November 11, 1899.pdf",LOC Conundrum Social,,,"November 11, 1899",,,,,"Akron, Ohio",Akron daily Democrat,,,,Residence of Miss Mary Wagoner,,6695.0, Newspaper Article,,,Miss Mary Wagoner’s Sunday School class,Miss Mary Wagoner’s Sunday School class,,"November 18, 1899",,"[-81.518485, 41.083064]"
134,"internal-pdf://2379086066/The Redwood gazette, November 07, 1911.pdf",LOC Conundrum Social,,,"November 07, 1911",,,,,"Redwood Falls, Minnesota",The Redwood gazette,Same event is referenced twice in the issue from November 14,,,Presbyterian church basement,,6607.0, Newspaper Article,,,Up Streamer class of Young Men in the Sunday School,Up Streamer class of Young Men in the Sunday School,,10-Nov-11,,"[-95.1164478, 44.5393721]"
135,"internal-pdf://3211441670/The Scranton tribune, February 05, 1902.pdf",LOC Conundrum Social,,,"February 05, 1902",,,,,"Hallstead, Pennsylvania",The Scranton tribune,Same event is referenced in the issue from February 8,,,Residence of George Hatfield,,6708.0, Newspaper Article,,,Christian Endeavor of the Presbyterian church,Christian Endeavor of the Presbyterian church,,6-Feb-02,,"[-75.7430871, 41.9612241]"
136,"internal-pdf://1376710089/Connecticut western news, February 05, 1914.pdf",LOC Conundrum Social,,,"February 05, 1914",,,,,"Ashley Falls, Connecticut",Connecticut western news,Same event is referenced in the issue from January 29,,,Methodist hall,,6469.0, Newspaper Article,,,Epworth league,Epworth league,,,,"[-73.327922, 42.0474107]"
137,"internal-pdf://2577737058/Las Vegas daily optic, July 24, 1897.pdf",LOC Conundrum Social,,,"July 24, 1897",,,,,"Las Vegas, New Mexico",Las Vegas daily optic,,,,Presbyterian chapel,,6633.0, Newspaper Article,,,Young ladies of the Presbyterian church,Young ladies of the Presbyterian church,,"July 23, 1897",,"[-105.2238969, 35.5939325]"
138,"internal-pdf://0943947731/The Newtown bee, February 04, 1898.pdf",LOC Conundrum Social,,,"February 04, 1898",,,,,"Shelton, Connecticut",The Newtown bee,,,,Vestry of the church,,6466.0, Newspaper Article,,,Y.P.S.C.E. of the Congregational church,Y.P.S.C.E. of the Congregational church,,"January 28, 1898",,"[-73.0931641, 41.3164856]"
139,"internal-pdf://3080593838/Mower County transcript, July 12, 1905.pdf",LOC Conundrum Social,,,"July 12, 1905",,,,,"Lansing, Minnesota",Mower County transcript,,,,Residence of Miss May Wiseman,,6580.0, Newspaper Article,,,Lansing Union Sunday School,Lansing Union Sunday School,,14-Jul-05,,"[-92.9701918, 43.7452402]"
140,"internal-pdf://4146382452/The Medina sentinel, June 06, 1919.pdf",LOC Conundrum Social,,,"June 06, 1919",,,,,"Medina, Ohio",The Medina sentinel,,,,Town hall,,6696.0, Newspaper Article,,,Senior Philathea class of the M.E. church,Senior Philathea class of the M.E. church,,7-Jun-19,,"[-81.9382517, 41.1000764]"
141,"internal-pdf://0352118599/Alma record, February 15, 1901.pdf",LOC Conundrum Social,,,"February 15, 1901",,,,,"Alma, Michigan",Alma record,,,,Residence of A.K. McLuney,,6573.0, Newspaper Article,,,Young people of the Baptist church,Young people of the Baptist church,,15-Feb-01,,"[-84.659727, 43.37892]"
142,"internal-pdf://3516616708/Evening bulletin, February 04, 1898.pdf",LOC Conundrum Social,,,"February 04, 1898",,,,,"Honolulu, Hawaii",Evening bulletin,"Same event is referenced in the issue from February 3 and The Pacific commercial advertiser, February 04, 1898",,,Pearson home on Miller street,,6530.0, Newspaper Article,,,Ladies’ Aid society,Ladies’ Aid society,,"February 03, 1898",,"[-157.8556764, 21.304547]"
143,"internal-pdf://3692101146/Mower County transcript, June 15, 1892.pdf",LOC Conundrum Social,,,"June 15, 1892",,,,,"Lansing, Minnesota",Mower County transcript,,,,Residence of C.H. Newman,,6578.0, Newspaper Article,,,,,,"June 10, 1892",,"[-92.9701918, 43.7452402]"
144,"internal-pdf://1101513919/The Pacific commercial advertiser, February 06.pdf",LOC Conundrum Social,,,"February 06, 1906",,,,,"Honolulu, Hawaii",The Pacific commercial advertiser,,,,Methodist parsonage,,6529.0, Newspaper Article,,,,,,6-Feb-06,,"[-157.8556764, 21.304547]"
145,"internal-pdf://1823089412/Clinch Valley news, February 04, 1898.pdf",LOC Conundrum Social,,,"February 04, 1898",,,,,"Jeffersonville, Virginia",Clinch Valley news,,,,Residence of Mr. H.W. Pobst,,6803.0, Newspaper Article,,,Junion Builders of the Christian church,Junion Builders of the Christian church,,"February 07, 1898",,"[-85.725052, 38.285225]"
146,"internal-pdf://3289099763/Marshall County independent, November 09, 1894.pdf",LOC Conundrum Social,,,"November 09, 1894",,,,,"Plymouth, Indiana",Marshall County independent,,,,Residence of Jennie L. Bottorff,,6539.0, Newspaper Article,,,Endeavor society of the Reformed church,Endeavor society of the Reformed church,,"November 09, 1894",,"[-86.3097278, 41.3436555]"
147,"internal-pdf://2442186202/Oakes weekly Republican, February 07, 1896.pdf",LOC Conundrum Social,,,"February 07, 1896",,,,,"Oakes, North Dakota",Oakes weekly Republican,Contains eBOF,,,Residence of F.W. Waldron,,6683.0, Newspaper Article,,,,,,"January 31, 1896",Menu 1. Cool Impudence 2. Greased Staff 3. Mixed Beverages 4. Woman's Weapons 5. Group of Islands 6. What Successful Candidates did after last Election 7. Descended from a domestic 8. Acids Solidified 9. Backbone of History 10. New England Necessity 11. Conglomerate Sweetness 12. Elevated Felines 13. An Eastern Delicacy,"[-98.090379, 46.138579]"
148,"internal-pdf://1359512183/Barre evening telegram, June 16, 1898.pdf",LOC Conundrum Social,,,"June 16, 1898",,,,,"Granite City, Vermont",Barre evening telegram,,,,,,6780.0, Newspaper Article,,,Good Templars,Good Templars,,"June 29, 1898",,"[-72.8951025, 43.4834036]"
149,"internal-pdf://2053999924/The Newtown bee, November 10, 1893.pdf",LOC Conundrum Social,,,"November 10, 1893",,,,,"Morris, Connecticut",The Newtown bee,CS was postponed,,,,,6465.0, Newspaper Article,,,Y.P.S.C.E.,Y.P.S.C.E.,,,,"[-73.1962245, 41.6842633]"
150,"internal-pdf://0711645626/Kansas City journal, June 17, 1897.pdf",LOC Conundrum Social,,,"June 17, 1897",,,,,"Kansas City, Missouri",Kansas City journal,,,,"Lawn in front of St. George’s pro-cathedral, Linwood and Troost avenues",,6608.0, Newspaper Article,,,Daughters of St. George,Daughters of St. George,,"June 17, 1897",,"[-94.5781416, 39.100105]"
151,"internal-pdf://1734575186/The daily telegram, May 29, 1906.pdf",LOC Conundrum Social,,,"May 29, 1906",,,,,"Clarksburg, West Virginia",The daily telegram,,,,Reed’s hall,,6823.0, Newspaper Article,,,Order of St. Luke,Order of St. Luke,,29-May-06,,"[-80.3445341, 39.2806451]"
152,"internal-pdf://0945117267/The Indianapolis journal, November 11, 1897.pdf",LOC Conundrum Social,,,"November 11, 1897",,,,,"Indianapolis, Indiana",The Indianapolis journal,,,,Rooms of the Young Women’s Christian Association,,6542.0, Newspaper Article,,,Young Women’s Christian Association,Young Women’s Christian Association,,"November 12, 1897",,"[-86.1583502, 39.7683331]"
