id,title,author,publication,date,location,content
DX1901126321,Crackers for the Ingenious,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","September 5, 1874",London England,
DX1901126344,Crackers for the Ingenious,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","September 12, 1874",London England,
DX1901126447,Crackers for the Ingenious,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","October 17, 1874",London England,
DX1901126468,Crackers for the Ingenious,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","October 24, 1874",London England,
DX1901126507,Crackers for the Ingenious,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","November 7, 1874",London England,
DX1901126543,Crackers for the Ingenious,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","November 21, 1874",London England,
DX1901105941,Crakers for the Ingenious,JACK GALLAHER,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","May 4, 1877",London England,
DX1901123410,Crakers for the Ingenious,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","March 30, 1872",London England,
DX1901126281,Crakers for the Ingenious,,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","August 22, 1874",London England,
CC1903267402,DOUBLE CHARADES,,Australian Journal,"January 5, 1867",Melbourne Australia,
BDFFIY343429701,Enigma,,The Native American,29-Mar-02,Phoenix AZ Arizona United States,
CC1903065169,ENIGMA,,The Juvenile Missionary Magazine (UKP),"February 1, 1847",London England,
CC1903254380,ENIGMA,LECTOR,Australian Journal,"December 29, 1866",Melbourne Australia,
CUPHDE051745811,Enigma,,The Native American,15-Mar-02,Phoenix AZ Arizona United States,
CC1903068724,Enigma No. 3,S. M. D.,The Juvenile Missionary Magazine (UKP),"January 1, 1868",London England,
DX1901133700,"ENIGMAS, CHARADES, ETC.",,"Boys of England: A Magazine of Sport, Sensation, Fun, and Instruction","December 16, 1898",London England,
ADTCNH274761200,Enigmatical and Amusing Exercises for Leisure Moments,,The Boy's Miscellany,"March 28, 1863",London England,
AJMOQY241048596,Enigmatical and Amusing Exercises,J. Hill / E. Towns,The Boy's Miscellany,"July 23, 1864",London England,
AXVUEW777422711,Enigmatical and Amusing Exercises for Leisure Moments,E. Taylor / J. L. Owen / J. / C. Parsons / W. H. Wool,The Boy's Miscellany,"March 19, 1864",London England,
BBFSZO550538423,Enigmatical and Amusing Exercises,,The Boy's Miscellany,"March 28, 1863",,
CQAMKA478946155,Enigmatical and Amusing Exercises for Leisure Moments,S. A. Lynes,The Boy's Miscellany,"July 30, 1864",London England,
DMAFGU865232627,Enigmatical and Amusing Exercises,,The Boy's Miscellany,"December 19, 1863",London England,
DMVSGY069248657,Enigmatical and Amusing Exercises,E. Taylor,The Boy's Miscellany,"March 5, 1864",London England,
DNOLMV168911911,Enigmatical and Amusing Exercises,,The Boy's Miscellany,"April 23, 1864",London England,
ANXHET278710679,Enigmatical Pastimes,,Sons of Britannia,"February 9, 1876",London England,
BHPTWT210619918,Enigmatical Pastimes,,Sons of Britannia,n.d.,London England,
CBZWPS588709445,Enigmatical Pastimes,Armigill Thomas Turpin,Sons of Britannia,"June 4, 1873",London England,
CDZXNE942603228,Enigmatical Pastimes,,Sons of Britannia,n.d.,London England,
CFECEF971595359,Enigmatical Pastimes,,Sons of Britannia,"May 6, 1876",London England,
CIKJBP956560618,Enigmatical Pastimes,James Whittaker,Sons of Britannia,n.d.,London England,
CJXZOO876206748,Enigmatical Pastimes,,Sons of Britannia,"December 20, 1873",,
CVMZHR617122516,Enigmatical Pastimes,,Sons of Britannia,n.d.,London England,
DFDJNA644901449,Enigmatical Pastimes,,Sons of Britannia,"April 1, 1876",London England,
CC1903702305,Ministerial Riddles,,Melbourne Punch,"August 11, 1881",Melbourne Australia,
CC1903079058,Missionary Bible Enigma,,The Juvenile Missionary Magazine (UKP),"February 1, 1893",London England,
CC1903079080,Missionary Bible Enigmas,THOMAS HEATH,The Juvenile Missionary Magazine (UKP),"March 1, 1893",London England,
CC1903079090,Missionary Bible Enigmas,THOMAS HEATH,The Juvenile Missionary Magazine (UKP),"April 1, 1893",London England,
CC1903079111,Missionary Bible Enigmas,THOMAS HEATH,The Juvenile Missionary Magazine (UKP),"May 1, 1893",London England,
CC1903079129,Missionary Bible Enigmas,,The Juvenile Missionary Magazine (UKP),"June 1, 1893",London England,
CC1903079143,Missionary Bible Enigmas,,The Juvenile Missionary Magazine (UKP),"July 1, 1893",London England,
CC1903079163,Missionary Bible Enigmas,,The Juvenile Missionary Magazine (UKP),"August 1, 1893",London England,
CC1903079175,Missionary Bible Enigmas,THOMAS HEATH,The Juvenile Missionary Magazine (UKP),"September 1, 1893",London England,
CC1903079192,Missionary Bible Enigmas,,The Juvenile Missionary Magazine (UKP),"October 1, 1893",London England,
CC1903079207,Missionary Bible Enigmas,,The Juvenile Missionary Magazine (UKP),"November 1, 1893",London England,
CC1903079226,Missionary Bible Enigmas,,The Juvenile Missionary Magazine (UKP),"December 1, 1893",London England,
CC1903079251,Missionary Bible Enigmas,THOMAS HEATH,The Juvenile Missionary Magazine (UKP),"February 1, 1894",London England,
CC1903115266,Missionary Bible Enigmas,THOMAS HEATH,The Juvenile Missionary Magazine (UKP),"March 1, 1894",London England,
CC1903068743,Missionary Enigma,R. W.,The Juvenile Missionary Magazine (UKP),"February 1, 1868",London England,
CC1903068830,Missionary Enigma,A. G. W.,The Juvenile Missionary Magazine (UKP),"September 1, 1868",London England,
CC1903068849,Missionary Enigma,M. S. D.,The Juvenile Missionary Magazine (UKP),"October 1, 1868",London England,
CC1903068876,Missionary Enigma,C. C. SMELLIE,The Juvenile Missionary Magazine (UKP),"December 1, 1868",London England,
CC1903068906,Missionary Enigma,F. / H. BLANDFORD,The Juvenile Missionary Magazine (UKP),"February 1, 1869",London England,
CC1903068932,Missionary Enigma,T. R.,The Juvenile Missionary Magazine (UKP),"April 1, 1869",London England,
CC1903068980,Missionary Enigma,A. L. D.,The Juvenile Missionary Magazine (UKP),"July 1, 1869",London England,
CC1903069025,Missionary Enigma,A. G. WILLIAMS,The Juvenile Missionary Magazine (UKP),"October 1, 1869",London England,
CC1903069039,Missionary Enigma,M. A. L.,The Juvenile Missionary Magazine (UKP),"November 1, 1869",London England,
CC1903069066,Missionary Enigma,S. W.,The Juvenile Missionary Magazine (UKP),"January 1, 1870",London England,
CC1903069077,Missionary Enigma,WILLIAM LOCKHART,The Juvenile Missionary Magazine (UKP),"February 1, 1870",London England,
CC1903069151,Missionary Enigma,,The Juvenile Missionary Magazine (UKP),"July 1, 1870",London England,
CC1903069166,Missionary Enigma,F. G. B.,The Juvenile Missionary Magazine (UKP),"August 1, 1870",London England,
CC1903069180,Missionary Enigma,,The Juvenile Missionary Magazine (UKP),"September 1, 1870",London England,
CC1903069200,Missionary Enigma,M. L. F.,The Juvenile Missionary Magazine (UKP),"October 1, 1870",London England,
CC1903069214,Missionary Enigma,T. H.,The Juvenile Missionary Magazine (UKP),"November 1, 1870",London England,
CC1903069256,Missionary Enigma,S. A. D.,The Juvenile Missionary Magazine (UKP),"February 1, 1871",London England,
CC1903069291,Missionary Enigma,S. M. F.,The Juvenile Missionary Magazine (UKP),"April 1, 1871",London England,
CC1903069354,Missionary Enigma,M. F.,The Juvenile Missionary Magazine (UKP),"September 1, 1871",London England,
CC1903069373,Missionary Enigma,J. S. A. D.,The Juvenile Missionary Magazine (UKP),"October 1, 1871",London England,
CC1903069108,Missionary Enigmas,K.,The Juvenile Missionary Magazine (UKP),"April 1, 1870",London England,
CC1903069122,Missionary Enigmas,,The Juvenile Missionary Magazine (UKP),"May 1, 1870",London England,
CC1903069139,Missionary Enigmas,,The Juvenile Missionary Magazine (UKP),"June 1, 1870",London England,
DX1901060427,Our fiend ANNIE FF. STANTON to-day takes the lead in thhe RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 13, 1879",London England,
DX1901053458,Our friend A. S. PLATTS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 17, 1880",London England,
DX1901053479,Our friend ANNIE F. STANTON to-day takes the lead in the RIDDLE TOURNAMNET,W. M. AKERMAN,Our Young Folk's Weekly Budget,"January 24, 1880",London England,
DX1901060184,Our friend ANNIE F. STANTON to-day takes the lead in the RIDDLE TOURNAMENT,G. GRANT,Our Young Folk's Weekly Budget,"September 13, 1879",London England,
DX1901060277,Our friend ANNIE F. STANTON to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 18, 1879",London England,
DX1901060300,Our friend BROWN-EYES to-day takes the lead in the RIDDLE TOURNAMENT,W. PFELFFER,Our Young Folk's Weekly Budget,"October 25, 1879",London England,
DX1901060007,Our friend C. D. to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 19, 1879",London England,
DX1901060157,Our friend CHILD OF THE SUN to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 6, 1879",London England,
DX1901054571,Our friend E BAXTER to-day takes the lead in the RIDDLE TOURNAMENT,R. DOUGLAS BURRY,Our Young Folk's Weekly Budget,"December 18, 1880",London England,
DX1901053713,Our friend E. BAXTER to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"April 3, 1880",London England,
DX1901060083,Our friend F. C. FINCH to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 9, 1879",London England,
DX1901053593,Our friend F. TAYLOR to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 28, 1880",London England,
DX1901053570,Our friend F. W. BINSTEAD to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"February 21, 1880",London England,
DX1901053763,Our friend F. W. BINSTEAD to-day takes the lead in the RIDDLE TOURNAMENT,W. G. FINLAY Kinsala,Our Young Folk's Weekly Budget,"April 17, 1880",London England,
DX1901054191,Our friend F. W. BINSTEAD to-day takes the leas in the RIDDLE TOURNAMENT,P. N. GAFNEY,Our Young Folk's Weekly Budget,"September 4, 1880",London England,
DX1901054242,Our friend F.W. BINSTEAD to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 18, 1880",London England,
DX1901054172,Our friend FLORENCE NIXON to-day takes the lead in the RIDDLE TOURNAMENT,J. P. HARRINGTON,Our Young Folk's Weekly Budget,"August 28, 1880",London England,
DX1901053690,Our friend GESSMEYNE AIME to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"March 27, 1880",London England,
DX1901053430,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 10, 1880",London England,
DX1901053789,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,S. W. HAYES,Our Young Folk's Weekly Budget,"April 24, 1880",London England,
DX1901054374,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,KINDERGARTEN,Our Young Folk's Weekly Budget,"October 23, 1880",London England,
DX1901060032,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,C. D.,Our Young Folk's Weekly Budget,"July 26, 1879",London England,
DX1901060057,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 2, 1879",London England,
DX1901060231,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,ALBERT E. U.,Our Young Folk's Weekly Budget,"September 27, 1879",London England,
DX1901053810,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"May 1, 1880",London England,
DX1901053989,"Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT, OMEGRAM, No. 1",,Our Young Folk's Weekly Budget,"June 26, 1880",London England,
DX1901054292,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 2, 1880",London England,
DX1901054521,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 4, 1880",London England,
DX1901060253,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 11, 1879",London England,
DX1901060341,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT,KAIRON,Our Young Folk's Weekly Budget,"November 8, 1879",London England,
DX1901060404,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"December 6, 1879",London England,
DX1901060108,Our friend H. W. CAVILL to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"August 23, 1879",London England,
DX1901054264,Our friend HEINRICH DER WAHR to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"September 25, 1880",London England,
DX1901053946,Our friend HENRY ADAMS to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"June 12, 1880",London England,
DX1901054050,Our friend J. H. BATCHELOR to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"July 17, 1880",London England,
DX1901054345,Our friend J. H. BATCHELOR to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"October 16, 1880",London England,
DX1901053499,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,,Our Young Folk's Weekly Budget,"January 31, 1880",London England,
DX1901060471,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,F. RIDLEY,Our Young Folk's Weekly Budget,"December 20, 1879",London England,
