,Unnamed: 0,Unnamed: 0.1,UN,Riddle,Answer,BOFs containing riddle,Number of times used,Dish,Notes,Hints,BOF_Appearance_Number,Corrosponding eBOF riddle
687,687,687,UR_930,Scarlet Runners,Red Currants?,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
688,688,688,UR_931,De-Wet,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
689,689,689,UR_932,Tom Paul,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
690,690,690,UR_933,Luscious Vi-Valves,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
691,691,691,UR_934,Trotters,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
692,692,692,UR_935,Paulette,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
693,693,693,UR_936,All Run,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
694,694,694,UR_937,Mud Bone Buttons,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
695,695,695,UR_938,Perpetual Youth,,"Penn Yan Express March 16, 1892;",,,,,2.0,
696,696,696,UR_939,Native of the Tropics,,"Wyoming County Times Warsaw March 17, 1892;",,,,,2.0,
697,697,697,UR_940,Did You Ever Get Left?,Beet Pickles,"Chatham Courier February 26, 1913;",,,,,2.0,
698,698,698,UR_941,A Current Event,Currant Jelly,"Chatham Courier February 26, 1913;",,,,,2.0,
699,699,699,UR_942,Language of the Deceiver,Sugar,"Chatham Courier February 26, 1913;",,,,,2.0,
700,700,700,UR_943,The Result of Subtraction,,"The Brookfield Courier March 02, 1898;",,,,,2.0,
701,701,701,UR_944,A Breakfast Accompaniment,,"The Brookfield Courier March 02, 1898;",,,,,2.0,
702,702,702,UR_945,"Boiled or Baked, Cooked or Raw, it Always Suggests a Q",,"The Brookfield Courier March 02, 1898;",,,,,2.0,
703,703,703,UR_946,Fruit of a Garden Foe,,"The Brookfield Courier March 02, 1898;",,,,,2.0,
704,704,704,UR_947,A Lacteal Solid,Ice Cream?,"The Brookfield Courier March 02, 1898;",,,,,2.0,
705,705,705,UR_948,A Step of Selfishness,Fish?,"The Brookfield Courier March 02, 1898;",,,,,2.0,
706,706,706,UR_949,Good When Needed,,"The Brookfield Courier March 02, 1898;",,,,,2.0,
707,707,707,UR_950,Desirable only when it has a Sound Head,,"The Brookfield Courier March 02, 1898;",,,,,2.0,
708,708,708,UR_951,Something that Always Needs Mother,,"The Brookfield Courier March 02, 1898;",,,,,2.0,
709,709,709,UR_952,Product of Orchard Field and Oven,Apple Pie?,"The Brookfield Courier March 02, 1898;",,,,,2.0,
710,710,710,UR_953,A Happy After Thought,Toothpicks?,"The Brookfield Courier March 02, 1898;",,,,,2.0,
711,711,711,UR_954,Hub of the Universe,,"Norwood News January 27, 1903;",,,,,2.0,
712,712,712,UR_955,Farmers' Pride,,"Norwood News January 27, 1903;",,,,,2.0,
713,713,713,UR_956,American Indian TK,,"Norwood News January 27, 1903;",,,,,2.0,
714,714,714,UR_957,Toes not Found on Man or Beast,"Potatoes, Tomatoes","Norwood News January 27, 1903;",,,,,2.0,UR_157
715,715,715,UR_958,Ancestral Recollections,,"Norwood News January 27, 1903;",,,,,2.0,
716,716,716,UR_959,Puss in the Attich,Catsup?,"Norwood News January 27, 1903;",,,,,2.0,
717,717,717,UR_960,Halloween Garden Sauce,Pumpkin?,"Norwood News January 27, 1903;",,,,,2.0,
718,718,718,UR_961,Cranky Child's Choice,,"Norwood News January 27, 1903;",,,,,2.0,
719,719,719,UR_962,Country Cousin's Comfort,,"Norwood News January 27, 1903; On the St. Lawrence and Clayton Independent September 20, 1895; The Malone Palladium November 03, 1892; The Gilboa Monitor October 07, 1897;",,,,,5.0,
720,720,720,UR_963,Stuck on Itself,,"Norwood News January 27, 1903;",,,,,2.0,
721,721,721,UR_964,Lumps of Goodness,,"Norwood News January 27, 1903;",,,,,2.0,
722,722,722,UR_965,Favorite of Childhood,,"Norwood News January 27, 1903;",,,,,2.0,
723,723,723,UR_966,Nature's Elixer,Water,"Norwood News January 27, 1903;",,,,,2.0,
724,724,724,UR_967,Sneezers,,"Norwood News January 27, 1903;",,,,,2.0,
725,725,725,UR_968,Evaporated Tears,,"Norwood News January 27, 1903;",,,,,2.0,
726,726,726,UR_969,Pond's Extract,,"Gouverneur Free Press March 11, 1896;",,,,,2.0,
727,727,727,UR_970,Cold Comfort,,"On the St. Lawrence and Clayton Independent September 20, 1895;",,,,,2.0,
728,728,728,UR_971,Cuisines Conquest / Culinary Conquest,,"On the St. Lawrence and Clayton Independent September 20, 1895; The Malone Palladium November 03, 1892; The Elizabethtown Post November 23, 1893;",,,,,4.0,
729,729,729,UR_972,"Careful, Combined, and Complete",Salads,"Sag-Harbor Express March 04, 1909;",,,,,2.0,
730,730,730,UR_973,Italy's Glory,Macaroni,"Sag-Harbor Express March 04, 1909;",,,,,2.0,
731,731,731,UR_974,In Most Common Use,Milk,"Sag-Harbor Express March 04, 1909;",,,,,2.0,
732,732,732,UR_975,Found Between Europe and America,Water,"Sag-Harbor Express March 04, 1909;",,,,,2.0,
733,733,733,UR_976,Useful and Cheap,Toothpicks,"Sag-Harbor Express March 04, 1909;",,,,,2.0,
734,734,734,UR_977,Fruit of Eden,Apples,"Sag-Harbor Express March 04, 1909;",,,,,2.0,
735,735,735,UR_978,Garden Amusements,,"The Daily Leader Gloversville November 17, 1892;",,,,,2.0,
736,736,736,UR_979,Jews' Protest / Aversion,Ham,"The Daily Leader Gloversville November 17, 1892; Bassano News June 24, 1910; ",,,,,2.0,
737,737,737,UR_980,Sustainer of Life,Water? Bread?,"The Daily Leader Gloversville November 17, 1892;",,,,,2.0,
738,738,738,UR_981,A Layer of Darkness,,"The Daily Leader Gloversville November 17, 1892;",,,,,2.0,
739,739,739,UR_982,An Arouser of Sympathy,,"The Daily Leader Gloversville November 17, 1892;",,,,,2.0,
740,740,740,UR_983,Seed Cake,,"The Daily Leader Gloversville November 17, 1892;",,,,,2.0,
741,741,741,UR_984,The Great Conundrum?? (not sure this is a riddle),,"Cortland Standard February 19, 1901;",,,,,2.0,
742,742,742,UR_985,Dyspeptics Beware,,"Cortland Standard February 19, 1901;",,,,,2.0,
743,743,743,UR_986,?? Of the Fen,,"Cortland Standard February 19, 1901;",,,,,2.0,
744,744,744,UR_987,Quenchers,,"Cortland Standard February 19, 1901;",,,,,2.0,
745,745,745,UR_988,What Consumptive People Are,Coffee,"Cortland Standard February 19, 1901;",,,,,2.0,
746,746,746,UR_989,Face Wrinklers,,"Cortland Standard February 19, 1901;",,,,,2.0,
747,747,747,UR_990,The Lover's Necessity,,"Cortland Standard February 19, 1901;",,,,,2.0,
748,748,748,UR_991,Keynote Cake,,"Cortland Standard February 19, 1901;",,,,,2.0,
749,749,749,UR_992,Scripture Cake,,"Cortland Standard February 19, 1901;",,,,,2.0,
750,750,750,UR_993,Mosaic Nutriment,,"The Malone Palladium November 03, 1892;",,,,,2.0,
751,751,751,UR_994,Pressed Milk,Butter? Ice Cream?,"The Malone Palladium November 03, 1892;",,,,,2.0,
752,752,752,UR_995,Common Cereal,,"The Malone Palladium November 03, 1892;",,,,,2.0,
753,753,753,UR_996,Literary Salad,Caesar Salad?,"The Malone Palladium November 03, 1892;",,,,,2.0,
754,754,754,UR_997,Survivor of the Flood,Ham,"The Daily News Batavia February 19, 1914;",,,,,2.0,
755,755,755,UR_998,Hibernia's Pride,Potatoes,"The Daily News Batavia February 19, 1914;",,,,,2.0,
756,756,756,UR_999,Something Needed,,"Facts and Fallacies March 23, 1916;",,,,,2.0,
757,757,757,UR_1000,Sliced Baked Bulbs with Frills,,"Facts and Fallacies March 23, 1916;",,,,,2.0,
758,758,758,UR_1001,Crystalized Cane,,"Facts and Fallacies March 23, 1916;",,,,,2.0,
759,759,759,UR_1002,What the Goat did to the Lady / What an Angry Goat will do to a Girl,,"The Evening Gazette Port Jarvis May 23, 1923; The Newmarket Era November 5, 1906; ",,,,,2.0,
760,760,760,UR_1003,St. Patrick's Mixture,,"The Evening Gazette Port Jarvis May 23, 1923;",,,,,2.0,
761,761,761,UR_1004,What the Boys all Like,,"The Evening Gazette Port Jarvis May 23, 1923;",,,,,2.0,
762,762,762,UR_1005,They Speak for Themselves,,"The Evening Gazette Port Jarvis May 23, 1923;",,,,,2.0,
763,763,763,UR_1006,What Comes out of the Ground,,"The Evening Gazette Port Jarvis May 23, 1923;",,,,,2.0,
764,764,764,UR_1007,A Production of the West Indies,Chocolate?,"The Evening Gazette Port Jarvis May 23, 1923;",,,,,2.0,
765,765,765,UR_1008,A Templar in Lays,,"The Evening Gazette Port Jarvis May 23, 1923;",,,,,2.0,
766,766,766,UR_1009,A Good Appetizer,,"The Evening Gazette Port Jarvis May 23, 1923;",,,,,2.0,
767,767,767,UR_1010,Crials from the City of Culture Chopped Composition,,"The Gilboa Monitor October 07, 1897;",,,All Riddles are with C's,,2.0,
768,768,768,UR_1011,Cucumbers Cured,,"The Gilboa Monitor October 07, 1897;",,,,,2.0,
769,769,769,UR_1012,Crial Compound,,"The Gilboa Monitor October 07, 1897;",,,,,2.0,
770,770,770,UR_1013,City Cream,,"The Gilboa Monitor October 07, 1897;",,,,,2.0,
771,771,771,UR_1014,Chicago's Craze,,"The Gilboa Monitor October 07, 1897;",,,,,2.0,
772,772,772,UR_1015,Cooks Curious Compound,,"The Gilboa Monitor October 07, 1897;",,,,,2.0,
773,773,773,UR_1016,Curly Crisp Cutting,,"The Gilboa Monitor October 07, 1897;",,,,,2.0,
774,774,774,UR_1017,Commercial Commodities,,"The Gilboa Monitor October 07, 1897;",,,,,2.0,
775,775,775,UR_1018,Ladies Choice,,"The Elizabethtown Post November 23, 1893;",,,,,2.0,
776,776,776,UR_1019,Essence of Berries,,"The Elizabethtown Post November 23, 1893;",,,,,2.0,
777,777,777,UR_1020,Forefathers Slay,,"The Elizabethtown Post November 23, 1893;",,,,,2.0,
778,778,778,UR_1021,Constitution Corrupters,,"The Elizabethtown Post November 23, 1893;",,,,,2.0,
779,779,779,UR_1022,A (Right) Smart Thing,,"The Elizabethtown Post November 23, 1893; The Northern Advance April 7, 1898; ",,,,,2.0,
780,780,780,UR_1023,The Murphys of Saratoga,,"The Elizabethtown Post November 23, 1893;",,,,,2.0,
781,781,781,UR_1024,Symbol of Friendship,,"The Elizabethtown Post November 23, 1893;",,,,,2.0,
782,782,782,UR_1025,Jack o'Lantern,,"The Elizabethtown Post November 23, 1893;",,,,,2.0,
783,783,783,UR_1026,The Bugbeat of Bassan Ladies,Water,"Bassano News June 24, 1910; ",,,,,1.0,
784,784,784,UR_1027,A Golden Apple,Orange,"Bassano News June 24, 1910; ",,,,,1.0,
785,785,785,UR_1028,A Saucy Indian (TK),Indian Sauce,"Bassano News June 24, 1910; ",,,,,1.0,
786,786,786,UR_1029,Ears it had but heard not,Corn Salad,"Bassano News June 24, 1910; ",,,,,1.0,
787,787,787,UR_1030,A Shaven Head,Cabbage Salad,"Bassano News June 24, 1910; ",,,,,1.0,
788,788,788,UR_1031,Cats on the Roof,Catsup,"Bassano News June 24, 1910; ",,,,,1.0,
789,789,789,UR_1032,Gleaners,Toothpicks,"Bassano News June 24, 1910; ",,,,,1.0,
790,790,790,UR_1033,The Murphy Family Dressed,Potato Salad,"Bassano News June 24, 1910; ",,,,,1.0,
791,791,791,UR_1034,A Man’s Dream of Noonday,Pie,"Bassano News June 24, 1910; ",,,,,1.0,
792,792,792,UR_1035,Hot Dog,,"Olds Gazette January 26, 1923; ",,,,,1.0,
793,793,793,UR_1036,South,,"Olds Gazette January 26, 1923; ",,,,,1.0,
794,794,794,UR_1037,Grain Growers Mixture,,"Olds Gazette January 26, 1923; ",,,,,1.0,
795,795,795,UR_1038,Sunday Evening Special,,"Olds Gazette January 26, 1923; ",,Dessert,,,1.0,
796,796,796,UR_1039,Live Wire,,"Olds Gazette January 26, 1923; ",,Dessert,,,1.0,
797,797,797,UR_1040,Ladies’ Fingers,,"Olds Gazette January 26, 1923; ",,Dessert,,,1.0,
798,798,798,UR_1041,Boston Hot …??,Tea?,"Olds Gazette January 26, 1923; ",,Drinks,,,1.0,
799,799,799,UR_1042,Southern Plantation,,"Olds Gazette January 26, 1923; ",,Drinks,,,1.0,
800,800,800,UR_1043,Alkali Stew,Coffee?,"Olds Gazette January 26, 1923; ",,Drinks,,,1.0,
801,801,801,UR_1044,What Mother Used to Make,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
802,802,802,UR_1045,Not Ladies Aid,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
803,803,803,UR_1046,Skidoo Pie,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
804,804,804,UR_1047,Uneedit,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
805,805,805,UR_1048,Some Rise,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
806,806,806,UR_1049,The Jew in a Tight Place,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
807,807,807,UR_1050,Enquire Within,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
808,808,808,UR_1051,The Root of the Matter,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
809,809,809,UR_1052,Tier Upon Tier,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
810,810,810,UR_1053,Something Plain,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
811,811,811,UR_1054,Powdered Beauties,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
812,812,812,UR_1055,Inward Concussions,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
813,813,813,UR_1056,Complete Dissolution,,"The Morning Albertan September 20, 1909; ",,,,,1.0,
814,814,814,UR_1057,Canadian Blow,," The Northern Advance April 7, 1898; ",,,,,1.0,
815,815,815,UR_1058,Queen Lil’s Subjects,," The Northern Advance April 7, 1898; ",,,,,1.0,
816,816,816,UR_1059,Pure Gold,Something-Carrot?," The Northern Advance April 7, 1898; ",,,,,1.0,
817,817,817,UR_1060,Short Answers,," The Northern Advance April 7, 1898; ",,,,,1.0,
818,818,818,UR_1061,Savory Seasoned Slices,," The Northern Advance April 7, 1898; ",,,,,1.0,
819,819,819,UR_1062,Savor of Life,," The Northern Advance April 7, 1898; ",,,,,1.0,
820,820,820,UR_1063,Sentimental Souvenirs,," The Northern Advance April 7, 1898; ",,,,,1.0,
821,821,821,UR_1064,Forest Luxury,," The Kingsville Reporter January 8, 1931; ",,,,,1.0,
822,822,822,UR_1065,African Producer,," The Kingsville Reporter January 8, 1931; ",,,,,1.0,
823,823,823,UR_1066,The Smallest Seed yet the Greatest Herb,," The Newmarket Era November 5, 1906; ",,,,,1.0,
824,824,824,UR_1067,What Rises Immediately after Setting,," The Newmarket Era November 5, 1906; ",,,,,1.0,
825,825,825,UR_1068,Iced with Monkey Food,," The Newmarket Era November 5, 1906; ",,,,,1.0,
826,826,826,UR_1069,,,,,,,,1.0,
827,827,827,UR_1070,,,,,,,,1.0,
828,828,828,UR_1071,,,,,,,,1.0,
829,829,829,UR_1072,,,,,,,,1.0,
830,830,830,UR_1073,,,,,,,,1.0,
831,831,831,UR_1074,,,,,,,,1.0,
832,832,832,UR_1075,,,,,,,,1.0,
833,833,833,UR_1076,,,,,,,,1.0,
834,834,834,UR_1077,,,,,,,,1.0,
835,835,835,UR_1078,,,,,,,,1.0,
836,836,836,UR_1079,,,,,,,,1.0,
837,837,837,UR_1080,,,,,,,,1.0,
838,838,838,UR_1081,,,,,,,,1.0,
839,839,839,UR_1082,,,,,,,,1.0,
840,840,840,UR_1083,,,,,,,,1.0,
841,841,841,UR_1084,,,,,,,,1.0,
842,842,842,UR_1085,,,,,,,,1.0,
843,843,843,UR_1086,,,,,,,,1.0,
844,844,844,UR_1087,,,,,,,,1.0,
845,845,845,UR_1088,,,,,,,,1.0,
846,846,846,UR_1089,,,,,,,,1.0,
847,847,847,UR_1090,,,,,,,,1.0,
848,848,848,UR_1091,,,,,,,,1.0,
849,849,849,UR_1092,,,,,,,,1.0,
850,850,850,UR_1093,,,,,,,,1.0,
851,851,851,UR_1094,,,,,,,,1.0,
852,852,852,UR_1095,,,,,,,,1.0,
853,853,853,UR_1096,,,,,,,,1.0,
854,854,854,UR_1097,,,,,,,,1.0,
855,855,855,UR_1098,,,,,,,,1.0,
856,856,856,UR_1099,,,,,,,,1.0,
857,857,857,UR_1100,,,,,,,,1.0,
858,858,858,UR_1101,,,,,,,,1.0,
859,859,859,UR_1102,,,,,,,,1.0,
860,860,860,UR_1103,,,,,,,,1.0,
861,861,861,UR_1104,,,,,,,,1.0,
862,862,862,UR_1105,,,,,,,,1.0,
863,863,863,UR_1106,,,,,,,,1.0,
864,864,864,UR_1107,,,,,,,,1.0,
865,865,865,UR_1108,,,,,,,,1.0,
866,866,866,UR_1109,,,,,,,,1.0,
867,867,867,UR_1110,,,,,,,,1.0,
868,868,868,UR_1111,,,,,,,,1.0,
869,869,869,UR_1112,,,,,,,,1.0,
870,870,870,UR_1113,,,,,,,,1.0,
871,871,871,UR_1114,,,,,,,,1.0,
872,872,872,UR_1115,,,,,,,,1.0,
873,873,873,UR_1116,,,,,,,,1.0,
874,874,874,UR_1117,,,,,,,,1.0,
875,875,875,UR_1118,,,,,,,,1.0,
876,876,876,UR_1119,,,,,,,,1.0,
877,877,877,UR_1120,,,,,,,,1.0,
878,878,878,UR_1121,,,,,,,,1.0,
879,879,879,UR_1122,,,,,,,,1.0,
880,880,880,UR_1123,,,,,,,,1.0,
881,881,881,UR_1124,,,,,,,,1.0,
882,882,882,UR_1125,,,,,,,,1.0,
883,883,883,UR_1126,,,,,,,,1.0,
884,884,884,UR_1127,,,,,,,,1.0,
885,885,885,UR_1128,,,,,,,,1.0,
886,886,886,UR_1129,,,,,,,,1.0,
887,887,887,UR_1130,,,,,,,,1.0,
888,888,888,UR_1131,,,,,,,,1.0,
889,889,889,UR_1132,,,,,,,,1.0,
890,890,890,UR_1133,,,,,,,,1.0,
891,891,891,UR_1134,,,,,,,,1.0,
892,892,892,UR_1135,,,,,,,,1.0,
893,893,893,UR_1136,,,,,,,,1.0,
894,894,894,UR_1137,,,,,,,,1.0,
895,895,895,UR_1138,,,,,,,,1.0,
896,896,896,UR_1139,,,,,,,,1.0,
897,897,897,UR_1140,,,,,,,,1.0,
898,898,898,UR_1141,,,,,,,,1.0,
899,899,899,UR_1142,,,,,,,,1.0,
900,900,900,UR_1143,,,,,,,,1.0,
901,901,901,UR_1144,,,,,,,,1.0,
902,902,902,UR_1145,,,,,,,,1.0,
903,903,903,UR_1146,,,,,,,,1.0,
904,904,904,UR_1147,,,,,,,,1.0,
905,905,905,UR_1148,,,,,,,,1.0,
906,906,906,UR_1149,,,,,,,,1.0,
907,907,907,UR_1150,,,,,,,,1.0,
908,908,908,UR_1151,,,,,,,,1.0,
909,909,909,UR_1152,,,,,,,,1.0,
910,910,910,UR_1153,,,,,,,,1.0,
911,911,911,UR_1154,,,,,,,,1.0,
912,912,912,UR_1155,,,,,,,,1.0,
913,913,913,UR_1156,,,,,,,,1.0,
914,914,914,UR_1157,,,,,,,,1.0,
915,915,915,UR_1158,,,,,,,,1.0,
916,916,916,UR_1159,,,,,,,,1.0,
917,917,917,UR_1160,,,,,,,,1.0,
918,918,918,UR_1161,,,,,,,,1.0,
919,919,919,UR_1162,,,,,,,,1.0,
920,920,920,UR_1163,,,,,,,,1.0,
921,921,921,UR_1164,,,,,,,,1.0,
922,922,922,UR_1165,,,,,,,,1.0,
923,923,923,UR_1166,,,,,,,,1.0,
924,924,924,UR_1167,,,,,,,,1.0,
925,925,925,UR_1168,,,,,,,,1.0,
926,926,926,UR_1169,,,,,,,,1.0,
927,927,927,UR_1170,,,,,,,,1.0,
928,928,928,UR_1171,,,,,,,,1.0,
929,929,929,UR_1172,,,,,,,,1.0,
930,930,930,UR_1173,,,,,,,,1.0,
931,931,931,UR_1174,,,,,,,,1.0,
932,932,932,UR_1175,,,,,,,,1.0,
933,933,933,UR_1176,,,,,,,,1.0,
934,934,934,UR_1177,,,,,,,,1.0,
935,935,935,UR_1178,,,,,,,,1.0,
936,936,936,UR_1179,,,,,,,,1.0,
937,937,937,UR_1180,,,,,,,,1.0,
938,938,938,UR_1181,,,,,,,,1.0,
939,939,939,UR_1182,,,,,,,,1.0,
940,940,940,UR_1183,,,,,,,,1.0,
941,941,941,UR_1184,,,,,,,,1.0,
942,942,942,UR_1185,,,,,,,,1.0,
943,943,943,UR_1186,,,,,,,,1.0,
944,944,944,UR_1187,,,,,,,,1.0,
945,945,945,UR_1188,,,,,,,,1.0,
946,946,946,UR_1189,,,,,,,,1.0,
947,947,947,UR_1190,,,,,,,,1.0,
948,948,948,UR_1191,,,,,,,,1.0,
949,949,949,UR_1192,,,,,,,,1.0,
950,950,950,UR_1193,,,,,,,,1.0,
951,951,951,UR_1194,,,,,,,,1.0,
952,952,952,UR_1195,,,,,,,,1.0,
953,953,953,UR_1196,,,,,,,,1.0,
954,954,954,UR_1197,,,,,,,,1.0,
955,955,955,UR_1198,,,,,,,,1.0,
956,956,956,UR_1199,,,,,,,,1.0,
957,957,957,UR_1200,,,,,,,,1.0,
958,958,958,UR_1201,,,,,,,,1.0,
959,959,959,UR_1202,,,,,,,,1.0,
960,960,960,UR_1203,,,,,,,,1.0,
961,961,961,UR_1204,,,,,,,,1.0,
962,962,962,UR_1205,,,,,,,,1.0,
963,963,963,UR_1206,,,,,,,,1.0,
964,964,964,UR_1207,,,,,,,,1.0,
965,965,965,UR_1208,,,,,,,,1.0,
966,966,966,UR_1209,,,,,,,,1.0,
967,967,967,UR_1210,,,,,,,,1.0,
968,968,968,UR_1211,,,,,,,,1.0,
969,969,969,UR_1212,,,,,,,,1.0,
970,970,970,UR_1213,,,,,,,,1.0,
971,971,971,UR_1214,,,,,,,,1.0,
972,972,972,UR_1215,,,,,,,,1.0,
973,973,973,UR_1216,,,,,,,,1.0,
974,974,974,UR_1217,,,,,,,,1.0,
975,975,975,UR_1218,,,,,,,,1.0,
976,976,976,UR_1219,,,,,,,,1.0,
977,977,977,UR_1220,,,,,,,,1.0,
978,978,978,UR_1221,,,,,,,,1.0,
979,979,979,UR_1222,,,,,,,,1.0,
980,980,980,UR_1223,,,,,,,,1.0,
981,981,981,UR_1224,,,,,,,,1.0,
982,982,982,UR_1225,,,,,,,,1.0,
983,983,983,UR_1226,,,,,,,,1.0,
984,984,984,UR_1227,,,,,,,,1.0,
985,985,985,UR_1228,,,,,,,,1.0,
986,986,986,UR_1229,,,,,,,,1.0,
987,987,987,UR_1230,,,,,,,,1.0,
988,988,988,UR_1231,,,,,,,,1.0,
989,989,989,UR_1232,,,,,,,,1.0,
990,990,990,UR_1233,,,,,,,,1.0,
991,991,991,UR_1234,,,,,,,,1.0,
992,992,992,UR_1235,,,,,,,,1.0,
993,993,993,UR_1236,,,,,,,,1.0,
994,994,994,UR_1237,,,,,,,,1.0,
995,995,995,UR_1238,,,,,,,,1.0,
996,996,996,UR_1239,,,,,,,,1.0,
997,997,997,UR_1240,,,,,,,,1.0,
998,998,998,UR_1241,,,,,,,,1.0,
999,999,999,UR_1242,,,,,,,,1.0,
1000,1000,1000,UR_1243,,,,,,,,1.0,
1001,1001,1001,UR_1244,,,,,,,,1.0,
1002,1002,1002,UR_1245,,,,,,,,1.0,
1003,1003,1003,UR_1246,,,,,,,,1.0,
1004,1004,1004,UR_1247,,,,,,,,1.0,
1005,1005,1005,UR_1248,,,,,,,,1.0,
1006,1006,1006,UR_1249,,,,,,,,1.0,
1007,1007,1007,UR_1250,,,,,,,,1.0,
1008,1008,1008,UR_1251,,,,,,,,1.0,
1009,1009,1009,UR_1252,,,,,,,,1.0,
1010,1010,1010,UR_1253,,,,,,,,1.0,
1011,1011,1011,UR_1254,,,,,,,,1.0,
1012,1012,1012,UR_1255,,,,,,,,1.0,
1013,1013,1013,UR_1256,,,,,,,,1.0,
1014,1014,1014,UR_1257,,,,,,,,1.0,
1015,1015,1015,UR_1258,,,,,,,,1.0,
1016,1016,1016,UR_1259,,,,,,,,1.0,
1017,1017,1017,UR_1260,,,,,,,,1.0,
1018,1018,1018,UR_1261,,,,,,,,1.0,
1019,1019,1019,UR_1262,,,,,,,,1.0,
1020,1020,1020,UR_1263,,,,,,,,1.0,
1021,1021,1021,UR_1264,,,,,,,,1.0,
1022,1022,1022,UR_1265,,,,,,,,1.0,
1023,1023,1023,UR_1266,,,,,,,,1.0,
1024,1024,1024,UR_1267,,,,,,,,1.0,
1025,1025,1025,UR_1268,,,,,,,,1.0,
1026,1026,1026,UR_1269,,,,,,,,1.0,
1027,1027,1027,UR_1270,,,,,,,,1.0,
1028,1028,1028,UR_1271,,,,,,,,1.0,
1029,1029,1029,UR_1272,,,,,,,,1.0,
1030,1030,1030,UR_1273,,,,,,,,1.0,
1031,1031,1031,UR_1274,,,,,,,,1.0,
1032,1032,1032,UR_1275,,,,,,,,1.0,
1033,1033,1033,UR_1276,,,,,,,,1.0,
1034,1034,1034,UR_1277,,,,,,,,1.0,
1035,1035,1035,UR_1278,,,,,,,,1.0,
1036,1036,1036,UR_1279,,,,,,,,1.0,
1037,1037,1037,UR_1280,,,,,,,,1.0,
1038,1038,1038,UR_1281,,,,,,,,1.0,
1039,1039,1039,UR_1282,,,,,,,,1.0,
1040,1040,1040,UR_1283,,,,,,,,1.0,
1041,1041,1041,UR_1284,,,,,,,,1.0,
1042,1042,1042,UR_1285,,,,,,,,1.0,
1043,1043,1043,UR_1286,,,,,,,,1.0,
1044,1044,1044,UR_1287,,,,,,,,1.0,
1045,1045,1045,UR_1288,,,,,,,,1.0,
1046,1046,1046,UR_1289,,,,,,,,1.0,
1047,1047,1047,UR_1290,,,,,,,,1.0,
1048,1048,1048,UR_1291,,,,,,,,1.0,
1049,1049,1049,UR_1292,,,,,,,,1.0,
1050,1050,1050,UR_1293,,,,,,,,1.0,
1051,1051,1051,UR_1294,,,,,,,,1.0,
1052,1052,1052,UR_1295,,,,,,,,1.0,
1053,1053,1053,UR_1296,,,,,,,,1.0,
1054,1054,1054,UR_1297,,,,,,,,1.0,
1055,1055,1055,UR_1298,,,,,,,,1.0,
1056,1056,1056,UR_1299,,,,,,,,1.0,
1057,1057,1057,UR_1300,,,,,,,,1.0,
1058,1058,1058,UR_1301,,,,,,,,1.0,
1059,1059,1059,UR_1302,,,,,,,,1.0,
1060,1060,1060,UR_1303,,,,,,,,1.0,
1061,1061,1061,UR_1304,,,,,,,,1.0,
1062,1062,1062,UR_1305,,,,,,,,1.0,
1063,1063,1063,UR_1306,,,,,,,,1.0,
1064,1064,1064,UR_1307,,,,,,,,1.0,
1065,1065,1065,UR_1308,,,,,,,,1.0,
1066,1066,1066,UR_1309,,,,,,,,1.0,
1067,1067,1067,UR_1310,,,,,,,,1.0,
1068,1068,1068,UR_1311,,,,,,,,1.0,
1069,1069,1069,UR_1312,,,,,,,,1.0,
1070,1070,1070,UR_1313,,,,,,,,1.0,
1071,1071,1071,UR_1314,,,,,,,,1.0,
1072,1072,1072,UR_1315,,,,,,,,1.0,
1073,1073,1073,UR_1316,,,,,,,,1.0,
1074,1074,1074,UR_1317,,,,,,,,1.0,
1075,1075,1075,UR_1318,,,,,,,,1.0,
1076,1076,1076,UR_1319,,,,,,,,1.0,
1077,1077,1077,UR_1320,,,,,,,,1.0,
1078,1078,1078,UR_1321,,,,,,,,1.0,
1079,1079,1079,UR_1322,,,,,,,,1.0,
1080,1080,1080,UR_1323,,,,,,,,1.0,
1081,1081,1081,UR_1324,,,,,,,,1.0,
1082,1082,1082,UR_1325,,,,,,,,1.0,
1083,1083,1083,UR_1326,,,,,,,,1.0,
1084,1084,1084,UR_1327,,,,,,,,1.0,
1085,1085,1085,UR_1328,,,,,,,,1.0,
1086,1086,1086,UR_1329,,,,,,,,1.0,
