,Unnamed: 0,Archive,Attendance,Contains_BOF,Newspaper Issue Date,Event_Date,Event_Location,Location,Newspaper,Notes,Organization_Hosting,Persons,Price_Event,Revenue,Unique_Reference_Number,MENU,Coordinates,Unnamed: 0.1,Date2,Library,Citation,File_Name
82,82.0,British Newspaper Archives,,Yes,"March 29, 1907",3/26/07,Schoolroom ,"Coventry, Warwickshire, England",Coventry Herald,"Includes some examples of menu items; referred to as a Conundrum tea. Mentioned again in the Coventry Evening Telegraph, 1907-03-27",Warwick Road Literary and Debating Society,Mr. O.S. Read,,,R_426,"For instance, the beginning of things? -tea; a good spread for a start? -bread and butter; hidden tears? -onions; there's more in this than meets the eye? -sausage roll.","[-1.5796559, 52.34277875]",,,,,"Coventry Herald March 29, 1907"
83,83.0,British Newspaper Archives,"""very good""",No,"March 28, 1914",4/19/14,"Central Hall, Station-road, Wigan","Wigan, Lancashire, England",Wigan Observer and District Advertiser ,,Ladies committee of the Sunday School Union,,,"""succinctly satisfactory""",R_391,,"[-2.630459, 53.6108129]",,,,,"Wigan Observer and District Advertiser  March 28, 1914"
84,84.0,British Newspaper Archives,"""well attended""",No,"April 07, 1911",4/1/11,Crimsworth Wesleyan School,"Todmorden, Yorkshire, England",Todmorden & District News,,Foster-lane Wesleyan Church,Miss Edith Gotten,,,R_384,,"[-2.097753, 53.7137251]",,,,,"Todmorden & District News April 07, 1911"
85,85.0,British Newspaper Archives,,No,"February 23, 1907",2/20/07,YMCA,"Wigan, Lancashire, England",Wigan Observer and District Advertiser ,,YMCA,,,,R_417,,"[-2.630459, 53.6108129]",,,,,"Wigan Observer and District Advertiser  February 23, 1907"
86,86.0,British Newspaper Archives,~100,No,"March 24, 1911",3/18/11,Cook-street School,"Leigh, Lancashire, England",Leigh Chronicle and Weekly District Advertiser ,,Cook-street School,,,£3. 12s. 21d.,R_387,,"[-2.3186245, 53.7768013]",,,,,"Leigh Chronicle and Weekly District Advertiser  March 24, 1911"
87,87.0,British Newspaper Archives,,No,"January 28, 1911",,Bedminster YMCA,"Horfield, Bristol, England",Horfield and Bishopston Record and Montepelier & District Free Press,Conundrum social,,,,,R_432,,"[-2.5800957, 51.4918563]",,,,,"Horfield and Bishopston Record and Montepelier & District Free Press January 28, 1911"
88,88.0,British Newspaper Archives,,No,"October 27, 1934",10/23/34,Schoolroom,"Tewkesbury, Gloucestershire, England","The Tewkesbury Register, and Agricultural Gazette",Conundrum social,Wesley Guild,,,,R_429,,"[-2.1549574, 51.9937857]",,,,,"The Tewkesbury Register, and Agricultural Gazette October 27, 1934"
89,89.0,British Newspaper Archives,,No,"March 14, 1913",3/8/13,Hope Baptist School,"Todmorden, Yorkshire, England",Tomorden Advertiser and Hebden Bridge Newsletter,,Ladies [of Hope Baptist School],,,£10 10s,R_411,,"[-2.097753, 53.7137251]",,,,,"Tomorden Advertiser and Hebden Bridge Newsletter March 14, 1913"
90,90.0,British Newspaper Archives,,No,"January 27, 1906",1/28/06,"Methodist Free Church, king Street","Wigan, Lancashire, England",Wigan Observer and District Advertiser ,,"Methodist Free Church, king Street",Rev. G. Dixon Thompson,6d. Each,,R_407,,"[-2.630459, 53.6108129]",,,,,"Wigan Observer and District Advertiser  January 27, 1906"
91,91.0,British Newspaper Archives,"""large attendance""",No,"November 19, 1909",11/16/09,Bright Street Mission,"Leigh, Lancashire, England",Leigh Chronicle and Weekly District Advertiser ,Conundrum social,Brotherhood Choral Society,,,,R_430,,"[-2.3186245, 53.7768013]",,,,,"Leigh Chronicle and Weekly District Advertiser  November 19, 1909"
92,92.0,British Newspaper Archives,"""large gathering""",No,"April 17, 1915",4/10/15,Dearnley Spiritual Temple,"Rochdale, Lancashire, England",Rochdale Observer ,,Dearnley Spiritualists,,,,R_402,,"[-2.2903417, 53.6622065]",,,,,"Rochdale Observer  April 17, 1915"
93,93.0,British Newspaper Archives,>100,No,"January 21, 1914",1/17/14,Smallbridge Congregational Sunday school,"Rochdale, Lancashire, England",Rochdale Observer ,,Ladies of the Smallbridge Congregational Sunday school,,,,R_395,,"[-2.2903417, 53.6622065]",,,,,"Rochdale Observer  January 21, 1914"
94,94.0,British Newspaper Archives,,No,"November 10, 1915",11/6/15,Baptist Sunday School,"Burnley, Lancashire, England",Burnley Express,Conundrum social,Baptist Sunday School,,,£6 15s,R_428,,"[-2.2439196, 53.7907262]",,,,,"Burnley Express November 10, 1915"
95,95.0,British Newspaper Archives,,No,"December 29, 1916",12/25/19,Springside Wesleyan Sunday School,"Todmorden, Yorkshire, England",Todmorden & District News,,Springside Wesleyan Sunday School,Mr James Whitaker,,,R_405,,"[-2.097753, 53.7137251]",,,,,"Todmorden & District News December 29, 1916"
96,96.0,British Newspaper Archives,,Yes,"September 26, 1903",,West Bowling Rehoboth? P.M Chapel,"Bradford, Yorkshire, England",Bradford Daily Telegraph,,,,,,R_410,"Scandal, invigorator, spangled net, roast pigaroni, life buoy, feathers, organettes, scarlet runners, De-wet, Tom Paul, luscious vi-valves, slippers, hors d’oeuvres, trotters, Paulette, all run, mud bone buttons.","[-1.7519186, 53.7944229]",,,,,"Bradford Daily Telegraph September 26, 1903"
97,97.0,British Newspaper Archives,,Yes,"January 21, 1899",1899-01-18,King Street Baptist School,"Wigan, Lancashire, England",Wigan Observer and District Advertiser ,"Menu and some solutions provided; Mentioned a second time on 1899-01-35. PDF not added, text almost identical",King Street Baptist School,,,£30 expected,R_396,"Menu: Liquids (to be shaken before taken), ?, ? ; solids (? Well and introduces in the usual way as long as he pain continues), Darren, staff of life, woman's weapon, go-between's (brown or white), ?, ? In the wood, sweetbreads, ? (to be taken with caution), kiss-bits, ?; .....","[-2.630459, 53.6108129]",,,,,"Wigan Observer and District Advertiser  January 21, 1899"
98,98.0,British Newspaper Archives,"""large""",No,"September 21, 1906",9/15/06,"UMFC, Bagslate Schoolroom","Heywood, Lancashire, England",Heywood Advertiser,,"UMFC, Bagslate, in connection with Sunday School Football Club",Mr P Heap ,,,R_404,,"[-2.7555614, 53.769597]",,,,,"Heywood Advertiser September 21, 1906"
99,99.0,British Newspaper Archives,,No,"March 02, 1902",3/2/02,Chapel in Manchester Road district,"Bradford, Yorkshire, England",Bradford Daily Telegraph,,,,,,R_415,,"[-1.7519186, 53.7944229]",,,,,"Bradford Daily Telegraph March 02, 1902"
100,100.0,British Newspaper Archives,,No,"January 13, 1911",1/14/11,"Salem School room, Hebden Bridge","Todmorden, Yorkshire, England",Todmorden & District News,Admnission to the event costs 3d. Different than the price of the conundrum supper,British Women's Temperance Association,,"""reasonable charges""",,R_397,,"[-2.097753, 53.7137251]",,,,,"Todmorden & District News January 13, 1911"
101,101.0,British Newspaper Archives,,No,"January 24, 1913",1/18/13,Greentown Wesleyan school,"Heywood, Lancashire, England",Heywood Advertiser,proceeds to aid the Million Penny Scheme,Georgetown Wesleyan Mission,Mr James Butterworth,,,R_412,,"[-2.7555614, 53.769597]",,,,,"Heywood Advertiser January 24, 1913"
102,102.0,British Newspaper Archives,"""well patronized""",No,"November 16, 1916",11/11/16,Wesleyan Schoolroom,"Wigan, Lancashire, England",Wigan Observer and District Advertiser ,Conundrum social,"Wesleyan Centenary Effort, 2nd Class Young Ladies","Miss Irene Cowling, Miss Alice Pendlebury, Miss Nellie Winnard, Miss Lily Blackledge",,,R_431,,"[-2.630459, 53.6108129]",,,,,"Wigan Observer and District Advertiser  November 16, 1916"
103,103.0,British Newspaper Archives,,No,"November 19, 1913",11/15/13,"""At home"" supper (?)","Burnley, Lancashire, England",Burnley Express,,Jubilee Primitive Methodist Church,Misses C. Cook and E. Bramald,,,R_414,,"[-2.2439196, 53.7907262]",,,,,"Burnley Express November 19, 1913"
104,104.0,British Newspaper Archives,,No,"April 22, 1926",,Tower Street Cong. Schoolroom,"Hartlepool, Durham, England",Hartlepool Northern Daily Mail ,,B.W.T.A.,,,,R_388,,"[-1.2093696, 54.6857276]",,,,,"Hartlepool Northern Daily Mail  April 22, 1926"
105,105.0,British Newspaper Archives,"""large attendance""",No,"November 15, 1912",11/9/12,Plank Lane UMC,"Leigh, Lancashire, England",Leigh Chronicle and Weekly District Advertiser ,Conundrum social,United Methodist Church,,,,R_433,,"[-2.3186245, 53.7768013]",,,,,"Leigh Chronicle and Weekly District Advertiser  November 15, 1912"
106,106.0,British Newspaper Archives,,No,"October 31, 1908",10/28/08,Schoolroom [of the United Methodist Church],"Tamworth, Staffordshire, England",Tamworth Herald ,,United Methodist Church,Rev. F. Cooper,,,R_423,,"[-1.6948438, 52.6345819]",,,,,"Tamworth Herald  October 31, 1908"
107,107.0,British Newspaper Archives,>100,No,"October 31, 1902",10/28/02,Bethel-street school,"Heywood, Lancashire, England",Heywood Advertiser,,Ladies' Missionary Auxillary of Bethel-street,Rev. Dr. and Mrs Irving,,,R_413,,"[-2.7555614, 53.769597]",,,,,"Heywood Advertiser October 31, 1902"
108,108.0,British Newspaper Archives,,No,"April 22, 1910",4/16/10,Glazebury Westleyan School,"Leigh, Lancashire, England",Leigh Chronicle and Weekly District Advertiser ,,Ladies of the Christian church,,,,R_392,,"[-2.3186245, 53.7768013]",,,,,"Leigh Chronicle and Weekly District Advertiser  April 22, 1910"
109,109.0,LOC Conundrum Social,,,"May 18, 1893",,,"Omaha, Nebraska",Omaha daily bee,,,,,,,,"[-95.9383758, 41.2587459]",,,,,"Omaha daily bee May 18, 1893"
110,110.0,LOC Conundrum Social,,,"February 09, 1903",,,"Newport, Vermont",Orleans County monitor,,Society of Christian Endeavor,,,,,,"[-72.204895, 44.936127]",,,,,"Orleans County monitor February 09, 1903"
111,111.0,LOC Conundrum Social,,,"May 28, 1893",,Residence of George Douglass in the valley,"Anaconda, Montana",The Anaconda standard,,,,,,,,"[-112.942369, 46.128794]",,,,,"The Anaconda standard May 28, 1893"
112,112.0,LOC Conundrum Social,,,"February 15, 1898",,Residence of Chas. Anderson,"Locust, Michigan",The Hillsdale standard,,"Acker corps, W.R.C., No. 7",,,,,,"[-82.45453, 42.980608]",,,,,"The Hillsdale standard February 15, 1898"
113,113.0,LOC Conundrum Social,,,"May 26, 1901",,Central hall,"St. Paul, Minnesota",The Saint Paul globe,,,,,,,,"[-93.1015026, 44.9504037]",,,,,"The Saint Paul globe May 26, 1901"
114,114.0,LOC Conundrum Social,,,"January 29, 1897",,Residence of Stone and Clark,"Halifax, Vermont",Vermont phoenix,,Young People’s society of Christian Endeavor,,,,,,"[-72.7453716, 42.7698049]",,,,,"Vermont phoenix January 29, 1897"
115,115.0,LOC Conundrum Social,,,"November 12, 1897",,Residence of Mr. and Mrs. h.N. Harding on Second street northeast,"Little Falls, Minnesota",Little Falls weekly transcript,Same event is referenced in the issue from October 29,Y.P.B.C. of the Congregational church,,,,,,"[-94.3625024, 45.9763545]",,,,,"Little Falls weekly transcript November 12, 1897"
116,116.0,LOC Conundrum Social,,,"June 19, 1914",,Vestry,"Waitsfield, Vermont",The Barre daily times,,B.Y.P.U. of the First Baptist church,,,,,,"[-72.8227076, 44.192132]",,,,,"The Barre daily times June 19, 1914"
117,117.0,LOC Conundrum Social,,,"May 22, 1899",,,"St. Paul, Minnesota",The Saint Paul globe,,,,,,,,"[-93.1015026, 44.9504037]",,,,,"The Saint Paul globe May 22, 1899"
118,118.0,LOC Conundrum Social,,,"November 13, 1906",,M.E. parsonage,"Cabot, Vermont",The Barre daily times,,Young Ladies of the First Christian church,,,,,,"[-72.310107, 44.4032807]",,,,,"The Barre daily times November 13, 1906"
119,119.0,LOC Conundrum Social,,,"June 08, 1895",,"Lawn of Geo. W. Miller, corner Eighth and Court streets","The Dalles, Oregon",The Dalles times-mountaineer,Same event is referenced in the issue from June 4 and June 5,,,,,,,"[-121.1841587, 45.6015056]",,,,,"The Dalles times-mountaineer June 08, 1895"
120,120.0,LOC Conundrum Social,,,"May 20, 1893",,Congregational hall,"Santa ana, California",The herald,,"Delta Grange, No. 181",,,,,,"[-117.8732213, 33.7494951]",,,,,"The herald May 20, 1893"
121,121.0,LOC Conundrum Social,,,"June 20, 1912",,Hoffman hall,"Lynden, Washington",The Lynden tribune,,Y.P.S.C.E. of the Presbyterian church,,,,,,"[-122.4569315, 48.9466041]",,,,,"The Lynden tribune June 20, 1912"
122,122.0,LOC Conundrum Social,,,"June 07, 1894",,Rooms over Day and Nichols store,"Worthington, Minnesota",The Worthington advance,,Ladies of the Dorcas society,,,,,,"[-95.5956434, 43.6205056]",,,,,"The Worthington advance June 07, 1894"
123,123.0,LOC Conundrum Social,,,"January 29, 1897",,Congregational church,"McCook, Nebraska",The McCook tribune,,Y.P.S.C.E. of the Congregational church,,,,,,"[-100.625654, 40.201542]",,,,,"The McCook tribune January 29, 1897"
124,124.0,LOC Conundrum Social,,,"February 14, 1895",,Residence of Judge Burnett,"Corvallis, Oregon",The Corvallis gazette,Same event is referenced in the issue from February 21,,,,,,,"[-123.2620435, 44.5645659]",,,,,"The Corvallis gazette February 14, 1895"
125,125.0,LOC Conundrum Social,,,"December 28, 1895",,Methodist church,"Red Lodge, Montana",Red Lodge picket,,,,,,,,"[-109.2468211, 45.1857782]",,,,,"Red Lodge picket December 28, 1895"
126,126.0,LOC Conundrum Social,,,"June 01, 1878",,,"Chicago, Illinois",Chicago daily tribune,Highly interesting because of the extremely early date,The Caspian Lake grange,,,,,,"[-87.6244212, 41.8755616]",,,,,"Chicago daily tribune June 01, 1878"
127,127.0,LOC Conundrum Social,,,"May 17, 1916",,Caspian Lake grange hall,"Greensboro, Vermont",Orleans County monitor,,Christian Endeavor society,,,,,,"[-72.2960634, 44.5768593]",,,,,"Orleans County monitor May 17, 1916"
128,128.0,LOC Conundrum Social,,,"June 01, 1897",,,"Paris, Maine",Oxford Democrat,,Ladies of the United Presbyterian church,,,,,,"[-70.500641, 44.259954]",,,,,"Oxford Democrat June 01, 1897"
129,129.0,LOC Conundrum Social,,,"May 18, 1898",,"Residence of Mrs. Augustus C. Scott, corner north tenth and B streets","Richmond, Indiana",Richmond daily palladium,,"Silver Star Lodge, No. 20, I.O.G.T., of Tenleytown, D.C.",,,,,,"[-84.8898521, 39.8286897]",,,,,"Richmond daily palladium May 18, 1898"
130,130.0,LOC Conundrum Social,,,"May 16, 1902",,,"Georgetown, Washington D.C.",Evening star,,,,,,,,"[-77.062785, 38.9051994]",,,,,"Evening star May 16, 1902"
131,131.0,LOC Conundrum Social,,,"January 29, 1908",,Liberty Pole school house,"Viroqua, Wisconsin",Vernon County censor,,Ladies’ Aid of the Baptist society,,,,,,"[-90.8887413, 43.5569174]",,,,,"Vernon County censor January 29, 1908"
132,132.0,LOC Conundrum Social,,,"January 31, 1910",,Baptist vestry,"Groton, Vermont",The Barre daily times,Same event is referenced in the issue from February 9,Miss Mary Wagoner’s Sunday School class,,,,,,"[-72.195969, 44.210757]",,,,,"The Barre daily times January 31, 1910"
133,133.0,LOC Conundrum Social,,,"November 11, 1899",,Residence of Miss Mary Wagoner,"Akron, Ohio",Akron daily Democrat,,Up Streamer class of Young Men in the Sunday School,,,,,,"[-81.518485, 41.083064]",,,,,"Akron daily Democrat November 11, 1899"
134,134.0,LOC Conundrum Social,,,"November 07, 1911",,Presbyterian church basement,"Redwood Falls, Minnesota",The Redwood gazette,Same event is referenced twice in the issue from November 14,Christian Endeavor of the Presbyterian church,,,,,,"[-95.1164478, 44.5393721]",,,,,"The Redwood gazette November 07, 1911"
135,135.0,LOC Conundrum Social,,,"February 05, 1902",,Residence of George Hatfield,"Hallstead, Pennsylvania",The Scranton tribune,Same event is referenced in the issue from February 8,Epworth league,,,,,,"[-75.7430871, 41.9612241]",,,,,"The Scranton tribune February 05, 1902"
136,136.0,LOC Conundrum Social,,,"February 05, 1914",,Methodist hall,"Ashley Falls, Connecticut",Connecticut western news,Same event is referenced in the issue from January 29,Young ladies of the Presbyterian church,,,,,,"[-73.327922, 42.0474107]",,,,,"Connecticut western news February 05, 1914"
137,137.0,LOC Conundrum Social,,,"July 24, 1897",,Presbyterian chapel,"Las Vegas, New Mexico",Las Vegas daily optic,,Y.P.S.C.E. of the Congregational church,,,,,,"[-105.2238969, 35.5939325]",,,,,"Las Vegas daily optic July 24, 1897"
138,138.0,LOC Conundrum Social,,,"February 04, 1898",,Vestry of the church,"Shelton, Connecticut",The Newtown bee,,Lansing Union Sunday School,,,,,,"[-73.0931641, 41.3164856]",,,,,"The Newtown bee February 04, 1898"
139,139.0,LOC Conundrum Social,,,"July 12, 1905",,Residence of Miss May Wiseman,"Lansing, Minnesota",Mower County transcript,,Senior Philathea class of the M.E. church,,,,,,"[-92.9701918, 43.7452402]",,,,,"Mower County transcript July 12, 1905"
140,140.0,LOC Conundrum Social,,,"June 06, 1919",,Town hall,"Medina, Ohio",The Medina sentinel,,Young people of the Baptist church,,,,,,"[-81.9382517, 41.1000764]",,,,,"The Medina sentinel June 06, 1919"
141,141.0,LOC Conundrum Social,,,"February 15, 1901",,Residence of A.K. McLuney,"Alma, Michigan",Alma record,,Ladies’ Aid society,,,,,,"[-84.659727, 43.37892]",,,,,"Alma record February 15, 1901"
142,142.0,LOC Conundrum Social,,,"February 04, 1898",,Pearson home on Miller street,"Honolulu, Hawaii",Evening bulletin,"Same event is referenced in the issue from February 3 and The Pacific commercial advertiser, February 04, 1898",,,,,,,"[-157.8556764, 21.304547]",,,,,"Evening bulletin February 04, 1898"
143,143.0,LOC Conundrum Social,,,"June 15, 1892",,Residence of C.H. Newman,"Lansing, Minnesota",Mower County transcript,,,,,,,,"[-92.9701918, 43.7452402]",,,,,"Mower County transcript June 15, 1892"
144,144.0,LOC Conundrum Social,,,"February 06, 1906",,Methodist parsonage,"Honolulu, Hawaii",The Pacific commercial advertiser,,Junion Builders of the Christian church,,,,,,"[-157.8556764, 21.304547]",,,,,"The Pacific commercial advertiser February 06, 1906"
145,145.0,LOC Conundrum Social,,,"February 04, 1898",,Residence of Mr. H.W. Pobst,"Jeffersonville, Virginia",Clinch Valley news,,Endeavor society of the Reformed church,,,,,,"[-85.725052, 38.285225]",,,,,"Clinch Valley news February 04, 1898"
146,146.0,LOC Conundrum Social,,,"November 09, 1894",,Residence of Jennie L. Bottorff,"Plymouth, Indiana",Marshall County independent,,,,,,,,"[-86.3097278, 41.3436555]",,,,,"Marshall County independent November 09, 1894"
147,147.0,LOC Conundrum Social,,,"February 07, 1896",,Residence of F.W. Waldron,"Oakes, North Dakota",Oakes weekly Republican,Contains eBOF,Good Templars,,,,,Menu 1. Cool Impudence 2. Greased Staff 3. Mixed Beverages 4. Woman's Weapons 5. Group of Islands 6. What Successful Candidates did after last Election 7. Descended from a domestic 8. Acids Solidified 9. Backbone of History 10. New England Necessity 11. Conglomerate Sweetness 12. Elevated Felines 13. An Eastern Delicacy,"[-98.090379, 46.138579]",,,,,"Oakes weekly Republican February 07, 1896"
148,148.0,LOC Conundrum Social,,,"June 16, 1898",,,"Granite City, Vermont",Barre evening telegram,,Y.P.S.C.E.,,,,,,"[-72.8951025, 43.4834036]",,,,,"Barre evening telegram June 16, 1898"
